Date,Open,High,Low,Close,Adj Close,Volume
2018-04-24,138.100006,138.190002,134.860001,135.800003,131.269485,3053500
2018-04-25,135.770004,136.250000,134.610001,135.949997,131.414505,2275400
2018-04-26,136.520004,137.679993,136.250000,137.240005,132.661469,1284600
2018-04-27,137.539993,137.740005,136.800003,137.330002,132.748444,1133600
2018-04-30,137.690002,137.990005,136.250000,136.330002,131.781830,2277100
2018-05-01,136.039993,136.600006,135.119995,136.539993,131.984787,1762700
2018-05-02,136.460007,136.970001,135.539993,135.750000,131.221161,1661600
2018-05-03,135.190002,135.800003,133.660004,135.380005,130.863510,2638000
2018-05-04,134.970001,137.559998,134.639999,137.130005,132.555130,2379400
2018-05-07,137.649994,138.309998,137.380005,137.729996,133.135086,1448000
2018-05-08,137.589996,138.009995,136.979996,137.779999,133.183426,1357400
2018-05-09,138.199997,139.270004,137.899994,139.080002,134.440079,1451700
2018-05-10,139.509995,140.539993,139.440002,140.289993,135.609695,1810100
2018-05-11,140.410004,140.869995,140.050003,140.570007,135.880371,1199100
2018-05-14,140.940002,141.300003,140.389999,140.639999,135.948029,1396900
2018-05-15,139.949997,140.110001,139.339996,139.789993,135.126389,2279700
2018-05-16,139.850006,140.759995,139.850006,140.470001,135.783676,1345900
2018-05-17,140.380005,141.039993,140.020004,140.509995,135.822357,1658500
2018-05-18,140.360001,140.509995,139.970001,140.199997,135.522705,910200
2018-05-21,141.059998,141.529999,140.839996,141.250000,136.537689,1299600
2018-05-22,141.559998,141.660004,140.589996,140.729996,136.035019,1213000
2018-05-23,140.089996,141.100006,140.000000,141.100006,136.392685,1431800
2018-05-24,140.929993,141.059998,139.860001,140.869995,136.170364,1405100
2018-05-25,140.600006,140.910004,140.279999,140.600006,135.909378,1264500
2018-05-29,139.800003,140.160004,138.539993,139.210007,134.565750,2695000
2018-05-30,139.970001,141.309998,139.910004,141.009995,136.305695,1587000
2018-05-31,140.880005,140.949997,139.809998,140.039993,135.368027,1700900
2018-06-01,140.929993,141.649994,140.759995,141.500000,136.779327,1857800
2018-06-04,141.899994,142.259995,141.729996,142.160004,137.417328,1592000
2018-06-05,142.259995,142.520004,141.830002,142.369995,137.620316,2952100
2018-06-06,142.750000,143.630005,142.380005,143.630005,138.838287,3011000
2018-06-07,143.809998,144.000000,142.899994,143.419998,138.635269,1663400
2018-06-08,143.270004,143.940002,143.119995,143.910004,139.108932,1084200
2018-06-11,144.000000,144.470001,143.970001,144.119995,139.311920,1664500
2018-06-12,144.399994,144.610001,144.000000,144.419998,139.601929,1582300
2018-06-13,144.539993,144.660004,143.800003,143.880005,139.079956,1402000
2018-06-14,144.399994,144.570007,143.889999,144.289993,139.476273,1809800
2018-06-15,143.850006,144.330002,143.229996,144.149994,139.340927,3328300
2018-06-18,143.300003,144.059998,143.029999,143.990005,139.186279,1603500
2018-06-19,142.750000,143.619995,142.399994,143.509995,138.722275,1962500
2018-06-20,143.949997,144.190002,143.589996,143.839996,139.041275,1468400
2018-06-21,143.830002,143.850006,142.559998,142.850006,138.084305,1881300
2018-06-22,143.000000,143.080002,142.369995,142.449997,138.281342,1226300
2018-06-25,141.850006,141.990005,139.539993,140.449997,136.339874,4347700
2018-06-26,140.699997,141.250000,140.300003,140.770004,136.650528,2085300
2018-06-27,141.199997,141.889999,139.449997,139.460007,135.378876,2958800
2018-06-28,139.429993,140.690002,138.990005,140.330002,136.223389,2490500
2018-06-29,140.899994,141.660004,140.389999,140.429993,136.320465,1834000
2018-07-02,139.559998,140.880005,139.429993,140.770004,136.650528,2825900
2018-07-03,141.360001,141.470001,140.220001,140.410004,136.301056,1325900
2018-07-05,141.130005,141.619995,140.449997,141.600006,137.456238,2796400
2018-07-06,141.660004,143.000000,141.440002,142.789993,138.611404,1756400
2018-07-09,143.460007,144.110001,143.139999,144.089996,139.873352,2153000
2018-07-10,144.389999,144.610001,144.029999,144.460007,140.232544,1437000
2018-07-11,143.619995,144.100006,143.100006,143.429993,139.232681,2042300
2018-07-12,144.179993,144.660004,143.720001,144.610001,140.378143,1440600
2018-07-13,144.529999,144.979996,144.259995,144.699997,140.465530,1964700
2018-07-16,144.770004,144.839996,144.220001,144.470001,140.242233,1571100
2018-07-17,144.020004,145.330002,144.009995,145.130005,140.882950,1767100
2018-07-18,145.130005,145.500000,144.850006,145.449997,141.193558,1327700
2018-07-19,145.070007,145.419998,144.600006,145.100006,140.853806,2034200
2018-07-20,145.000000,145.240005,144.559998,144.839996,140.601425,1507800
2018-07-23,144.789993,145.160004,144.470001,145.070007,140.824692,1444500
2018-07-24,145.770004,146.089996,144.899994,145.389999,141.135315,2340000
2018-07-25,145.300003,146.669998,145.009995,146.630005,142.339035,2125700
2018-07-26,146.229996,146.740005,146.000000,146.389999,142.106049,2084600
2018-07-27,146.600006,146.639999,144.630005,145.220001,140.970291,2535000
2018-07-30,145.220001,145.339996,144.059998,144.270004,140.048096,5379700
2018-07-31,144.820007,145.509995,144.539993,145.089996,140.844101,2003800
2018-08-01,145.190002,145.529999,144.490005,144.919998,140.679077,1524100
2018-08-02,144.169998,145.910004,144.080002,145.779999,141.513901,1508400
2018-08-03,145.889999,146.289993,145.759995,146.270004,141.989563,1977100
2018-08-06,146.309998,147.059998,146.089996,146.929993,142.630249,1802000
2018-08-07,146.309998,147.619995,146.309998,147.410004,143.096222,2532500
2018-08-08,147.330002,147.529999,146.979996,147.270004,142.960297,1270600
2018-08-09,147.369995,147.679993,147.070007,147.169998,142.863235,1233800
2018-08-10,146.350006,146.759995,145.940002,146.250000,141.970154,1854000
2018-08-13,146.399994,146.750000,145.460007,145.690002,141.426559,1898200
2018-08-14,146.110001,146.779999,145.919998,146.649994,142.358444,1784200
2018-08-15,145.869995,146.029999,144.639999,145.490005,141.232422,2684700
